Player,Jersey,Team,Division,Tier,GP,G,A,PTS,PIM,PPG
Chad Guderian,9,Red River Rougarou,Texas 3,Tier 3,2,0,3,3,0,1.5
Austin Garry,97,Tampa Bay Thunder,Florida 2,Tier 2,2,0,3,3,0,1.5
Jordan Carrasquillo,66,A-Town Tropics,Massachusetts 2,Tier 2,6,2,0,2,0,0.33
James Farace,11,Bethesda Blazers,Maryland 3,Tier 3,2,2,0,2,0,1
Tyler Loiselle,11,Boston Blackhawks,Massachusetts,Tier 1,3,2,0,2,0,0.67
John Quinn,15,Boston Massacre,Boston 3,Tier 3,3,2,0,2,0,0.67
Ben Gagnon,92,Boston Rattlers,Boston 3,Tier 3,3,2,0,2,0,0.67
Rob Church,6,Buffalo Wear-It,Buffalo 2,Tier 2,4,2,0,2,0,0.5
Phil Basel,24,Butler Bantams,Pittsburgh 2,Tier 2,6,2,0,2,1.5,0.33
Derek Chaves,16,Central Mass Sea Bass,Massachusetts,Tier 1,5,2,0,2,0,0.4
Will Goodale,8,Circle City Donkeys,Indiana 3,Tier 3,1,2,0,2,0,2
Colin Phillips,6,Colorado Massive,Texas 3,Tier 3,2,2,0,2,0,1
Matt Street,22,Columbus Counts,Indiana 3,Tier 3,2,2,0,2,0,1
Patrick McCall,81,Columbus Counts,Indiana 3,Tier 3,1,2,0,2,0,2
Sal Fiore,23,Delco Demons,Philadelphia 2,Tier 2,2,2,0,2,0,1
Joe Patterson,90,Delco Devils,Philadelphia 3,Tier 3,3,2,0,2,1.5,0.67
Al Giotti,61,Delco Devils,Philadelphia 3,Tier 3,4,2,0,2,3,0.5
Derek Tankesley,3,Harrisburg Hustle,Philadelphia 2,Tier 2,1,2,0,2,1.5,2
Michael Nowotarski,77,Hatfield Black Widows,Philadelphia 3,Tier 3,1,2,0,2,0,2
Ryan Stanley,91,Hudson Saints,North Jersey 2,Tier 2,2,2,0,2,0,1
Troy Zamore,32,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,2,0,2,0,0.4
Cam Baris,18,Mass Minutemen,New England 2,Tier 2,5,2,0,2,0,0.4
Jacob Mashaw,12,Monroe Storm,South Jersey 2,Tier 2,3,2,0,2,0,0.67
Dennis Campbell,7,Monroe Storm,South Jersey 2,Tier 2,3,2,0,2,0,0.67
Andrew Lawrence,7,Nickel City Smoke,Buffalo,Tier 1,3,2,0,2,0,0.67
Navarro Loterno,19,Northside Militia,Pittsburgh 2,Tier 2,5,2,0,2,6,0.4
Shane Hicks,3,Philadelphia Berserkers,Philadelphia 3,Tier 3,2,2,0,2,1.5,1
Matt Hoagland,34,Phoenixville Purge,Philadelphia 2,Tier 2,4,2,0,2,0,0.5
Ralph Wieder,27,Portland Golden Eagles,Pacific Northwest 3,Tier 3,2,2,0,2,0,1
Mike Needham,21,Queen City Squids,Buffalo 2,Tier 2,1,2,0,2,0,2
Kriss Lans,20,Raleigh Squall,Carolina 3,Tier 3,3,2,0,2,1.5,0.67
Cade Campbell,11,Red River Rougarou,Texas 3,Tier 3,2,2,0,2,0,1
Dom Moffa,19,South Jersey Jays,South Jersey 2,Tier 2,4,2,0,2,0,0.5
James Barrett,22,South Jersey Knights,South Jersey 2,Tier 2,3,2,0,2,0,0.67
Eli  Ingram,93,South Jersey Majestic,South Jersey 2,Tier 2,4,2,0,2,3,0.5
Billy Little,92,Southside Stingrays,Chicago 2,Tier 2,4,2,0,2,0,0.5
Bradley Marsh,71,Tampa Bay Thunder,Florida 2,Tier 2,1,2,0,2,0,2
Jari Sanders,15,Tampa Bay Thunder,Florida 2,Tier 2,1,2,0,2,0,2
Myles Albert,22,Tri-Town Terriers,Massachusetts,Tier 1,5,2,0,2,0,0.4
Hank Harrington,37,Washington DC Haze,Washington DC,Tier 2,2,2,0,2,0,1
Jack Lanni,0,A-Town Tropics,Massachusetts 2,Tier 2,6,1,1,2,1.5,0.33
Antonio Nevano,10,Arlington Plague,Washington DC,Tier 2,5,1,1,2,0,0.4
Joshua Hall,22,Austin Arsenal,Texas 3,Tier 3,2,1,1,2,0,1
Ryan Gendron,17,Austin Arsenal,Texas 3,Tier 3,2,1,1,2,0,1
Jason Nawrocki,33,Bay Area Bashers,California 2,Tier 2,2,1,1,2,0,1
Zach Sorcher,27,Bay Area Bashers,California 2,Tier 2,2,1,1,2,1.5,1
Matt Zilinskas,51,Bay Area Bashers,California 2,Tier 2,2,1,1,2,1.5,1
Jordan Pransky,55,Bay Area Burger Boys,California 3,Tier 3,2,1,1,2,0,1
Joe Trapani,4,Bellmawr Hawks,New Jersey,Tier 1,5,1,1,2,0,0.4
Sean Heckman,15,Bethesda Blazers,Maryland 3,Tier 3,2,1,1,2,1.5,1
Mike Costa,11,Boston Massacre,Boston 3,Tier 3,3,1,1,2,0,0.67
Matt Blute,88,Boston Rattlers,Boston 3,Tier 3,3,1,1,2,0,0.67
Steven Iacoviello,84,Boston Rattlers,Boston 3,Tier 3,3,1,1,2,0,0.67
Jon Picard,4,Boston Rattlers,Boston 3,Tier 3,3,1,1,2,0,0.67
D.j Maye,9,Buff City Mob,Buffalo 2,Tier 2,3,1,1,2,0,0.67
Johnny Cardona,11,Buff City Mob,Buffalo 2,Tier 2,3,1,1,2,0,0.67
Robert Lee,4,Buffalo 716ers,Buffalo,Tier 1,5,1,1,2,0,0.4
Cody Smith,10,Buffalo 716ers,Buffalo,Tier 1,5,1,1,2,1.5,0.4
Johnny Lensenhuber,24,Buffalo Wear-It,Buffalo 2,Tier 2,4,1,1,2,1.5,0.5
James Rogowsky,77,Buffalo Wear-It,Buffalo 2,Tier 2,5,1,1,2,0,0.4
Mavrik  Goepfert,93,Butler Bantams,Pittsburgh 2,Tier 2,5,1,1,2,0,0.4
Zack Henshaw,98,Butler Bantams,Pittsburgh 2,Tier 2,5,1,1,2,1.5,0.4
Logan Everett,88,Central Mass Sea Bass,Massachusetts,Tier 1,5,1,1,2,0,0.4
Matty Nicholson,66,Central Mass Sea Bass,Massachusetts,Tier 1,5,1,1,2,1.5,0.4
Chris Landowski,7,Chicago Raiders,Chicago 2,Tier 2,2,1,1,2,0,1
Dan Bruner,79,Chicago Raiders,Chicago 2,Tier 2,2,1,1,2,0,1
Sean Dennison,2,Chicago Raiders,Chicago 2,Tier 2,2,1,1,2,0,1
Shane Uhle,90,Chicago Raiders,Chicago 2,Tier 2,3,1,1,2,0,0.67
Danny  Roeder,18,Chicago Snipers,Chicago 2,Tier 2,5,1,1,2,0,0.4
Connor  Whalen,14,Chicago Snipers,Chicago 2,Tier 2,5,1,1,2,0,0.4
Tyler Brubach,19,Colorado Massive,Texas 3,Tier 3,2,1,1,2,0,1
Jacob Douglas,4,Daytona D5 Ducks,Florida 2,Tier 2,2,1,1,2,0,1
Slate Gray,2,Daytona D5 Ducks,Florida 2,Tier 2,2,1,1,2,0,1
Mike Dicampli,88,Delco Demons,Philadelphia 2,Tier 2,2,1,1,2,6.5,1
Jim Morrel,96,Delco Devils,Philadelphia 3,Tier 3,4,1,1,2,7.5,0.5
Christian Wright,25,Evesham Tortugas,New Jersey,Tier 1,2,1,1,2,0,1
Kyle Schafer,4,Grim City Reapers,Buffalo 2,Tier 2,4,1,1,2,1.5,0.5
Curtis  Voak,74,Grim City Reapers,Buffalo 2,Tier 2,4,1,1,2,3,0.5
Freddy  Hunt,88,Iron City Blitz,Pittsburgh 2,Tier 2,1,1,1,2,0,2
Jimmy O’Neil,21,Jersey Dinos,Philadelphia 3,Tier 3,4,1,1,2,0,0.5
Eric Farinacci,88,Lake Erie Predators,Buffalo 2,Tier 2,3,1,1,2,0,0.67
Tanner Ruppert,16,Lakeland Caribou,New Jersey,Tier 1,5,1,1,2,1.5,0.4
TJ Janus,12,Lakeland Caribou,New Jersey,Tier 1,5,1,1,2,0,0.4
Chris Dewey,22,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,1,1,2,0,0.4
Ryan Steinberg,77,Long Island Ball Hockey Team,North Jersey 2,Tier 2,4,1,1,2,0,0.5
Aidan Felice,97,Long Island Sound,North Jersey 2,Tier 2,6,1,1,2,0,0.33
Phil Loranger,63,Malden Maulers,Massachusetts 2,Tier 2,3,1,1,2,0,0.67
Brett Starr,24,Maple Shade Chiefs,South Jersey 2,Tier 2,9,1,1,2,1.5,0.22
Corey Pederson,4,Maple Shade Chiefs,South Jersey 2,Tier 2,9,1,1,2,1.5,0.22
Zach Andes,0,Marlton Dawgz,New Jersey,Tier 1,6,1,1,2,4.5,0.33
Mike Huber,28,Maryland Sparks,Washington DC,Tier 2,6,1,1,2,0,0.33
Tyler Godin,27,MassBay Thunderducks,Massachusetts 2,Tier 2,3,1,1,2,0,0.67
Ryan Leedham,86,MassBay Thunderducks,Massachusetts 2,Tier 2,3,1,1,2,0,0.67
Walter Read,24,Mass Minutemen,New England 2,Tier 2,4,1,1,2,1.5,0.5
Dave Norton,65,Mass Minutemen,New England 2,Tier 2,5,1,1,2,0,0.4
Ronnie Wilson,5,Mass Vengeance,Massachusetts 2,Tier 2,6,1,1,2,6,0.33
Hecatease Simpson,15,McKeesport Magic,Pittsburgh 2,Tier 2,2,1,1,2,0,1
Koree Benning,4,Mill City Warriors,Massachusetts 2,Tier 2,6,1,1,2,1.5,0.33
Jared Rego,17,Mill City Warriors,Massachusetts 2,Tier 2,8,1,1,2,13.5,0.25
Aidan Caspar,19,Monroe Storm,South Jersey 2,Tier 2,3,1,1,2,3,0.67
Riley Ruzic,69,Niagara Daredevils,Buffalo,Tier 1,4,1,1,2,1.5,0.5
Scott Bokoski,26,Nickel City Smoke,Buffalo,Tier 1,3,1,1,2,0,0.67
Keith Ciana,68,North Jersey Hired Guns,North Jersey 2,Tier 2,3,1,1,2,0,0.67
Matt Tomasic,76,Northside Militia,Pittsburgh 2,Tier 2,4,1,1,2,4.5,0.5
Matt Caron,97,Oakridge Owls,Massachusetts,Tier 1,5,1,1,2,0,0.4
Nick Carter,13,Oakridge Owls,Massachusetts,Tier 1,5,1,1,2,0,0.4
Stephan  Besile,27,Orlando Mutiny,Florida 2,Tier 2,2,1,1,2,0,1
Brett Lillo,71,Orlando Mutiny,Florida 2,Tier 2,2,1,1,2,0,1
Nick Kilcourse,21,Orlando Mutiny,Florida 2,Tier 2,2,1,1,2,0,1
Murphy Sweeney,26,Orlando Mutiny,Florida 2,Tier 2,2,1,1,2,0,1
Keith  Medunic,10,Phoenixville Jokers,Philadelphia 3,Tier 3,2,1,1,2,0,1
Noah Martz,17,Phoenixville Jokers,Philadelphia 3,Tier 3,2,1,1,2,0,1
Sean Corcoran,91,Phoenixville Purge,Philadelphia 2,Tier 2,4,1,1,2,3,0.5
Dan Brady,10,Phoenixville Purge,Philadelphia 2,Tier 2,4,1,1,2,0,0.5
Tyler  Witiak,23,Phoenixville Purge,Philadelphia 2,Tier 2,4,1,1,2,3,0.5
Jason Feairheller,92,Phoenixville Purge,Philadelphia 2,Tier 2,4,1,1,2,0,0.5
Jason Lombardi,9,Phoenixville Purge,Philadelphia 2,Tier 2,4,1,1,2,0,0.5
Jason Almcrantz,22,Portland Golden Eagles,Pacific Northwest 3,Tier 3,2,1,1,2,0,1
Brandon Fritz,61,Queen City Crowns,Carolina 3,Tier 3,3,1,1,2,0,0.67
William Bartolini,9,Rose City Hockey Club,Buffalo,Tier 1,2,1,1,2,0,1
Jack Evans,13,Savage Ogopogos,Maryland 3,Tier 3,1,1,1,2,0,2
Luke Gutman,2,Savage Ogopogos,Maryland 3,Tier 3,1,1,1,2,0,2
Patrick Severson,19,Seattle Cold Snacks,Pacific Northwest 3,Tier 3,2,1,1,2,0,1
Cam Green,10,Seattle Cold Snacks,Pacific Northwest 3,Tier 3,2,1,1,2,0,1
Aaron Good,9,Seattle Cold Snacks,Pacific Northwest 3,Tier 3,2,1,1,2,0,1
Hadyn Lezanic,24,Sin City Biohazard,California 3,Tier 3,2,1,1,2,1.5,1
Peyton  Hughes,15,South Bay Bruins,California 2,Tier 2,2,1,1,2,0,1
Matt Otero,80,South Jersey Jays,South Jersey 2,Tier 2,4,1,1,2,0,0.5
Julian Rivera,34,South Jersey Knights,South Jersey 2,Tier 2,3,1,1,2,3,0.67
Joshua Ceci,88,South Jersey Knights,South Jersey 2,Tier 2,3,1,1,2,3,0.67
John McLaughlin,19,South Jersey Knights,South Jersey 2,Tier 2,3,1,1,2,3,0.67
Macky  Osherow,16,South Jersey Majestic,South Jersey 2,Tier 2,4,1,1,2,0,0.5
Gus Gittinger,12,South Jersey Nights Watch,New Jersey,Tier 1,6,1,1,2,0,0.33
Derek Benedict,23,South Jersey Nights Watch,New Jersey,Tier 1,5,1,1,2,0,0.4
Andrew Higareda,76,South Jersey Nights Watch,New Jersey,Tier 1,6,1,1,2,1.5,0.33
Evan Benedict,54,South Jersey Nights Watch,New Jersey,Tier 1,6,1,1,2,0,0.33
Mike Ermel,93,South Jersey Sloths,South Jersey 2,Tier 2,3,1,1,2,3,0.67
Mike Stief,17,South Jersey Space Pirates,South Jersey 2,Tier 2,6,1,1,2,1.5,0.33
Chase Stocklin,88,South Jersey Top Guns,New Jersey,Tier 1,3,1,1,2,0,0.67
Kyle Eichinger,91,South Philly Moonshiners,Philadelphia 3,Tier 3,2,1,1,2,0,1
Alex Kwain,72,Southside Rats,Chicago 2,Tier 2,7,1,1,2,0,0.29
Steve Neven,48,Southside Rats,Chicago 2,Tier 2,5,1,1,2,0,0.4
Jordan Robbins,23,Steel City Revenge,Pittsburgh 2,Tier 2,3,1,1,2,3,0.67
Kyle Nolan,1,Steel City Revenge,Pittsburgh 2,Tier 2,2,1,1,2,1.5,1
Will Frisco,8,Steel City Show Stoppers,Pittsburgh,Tier 1,5,1,1,2,0,0.4
Michael Migale,12,Steel City Show Stoppers,Pittsburgh,Tier 1,5,1,1,2,0,0.4
Chase Malloy,91,Steel City Show Stoppers,Pittsburgh,Tier 1,2,1,1,2,1.5,1
Zachary Lambert,6,Tampa Bay Thunder,Florida 2,Tier 2,2,1,1,2,0,1
Jacob Landry,54,Tri-Town Terriers,Massachusetts,Tier 1,5,1,1,2,0,0.4
Tyler Vitone,22,Twin City Classics,Massachusetts,Tier 1,3,1,1,2,0,0.67
Aiden Kirwan,9,A-Town Tropics,Massachusetts 2,Tier 2,6,0,2,2,6,0.33
Vince Talbot,27,Arlington Plague,Washington DC,Tier 2,6,0,2,2,0,0.33
Paul Steinitz,9,Arlington Plague,Washington DC,Tier 2,6,0,2,2,4.5,0.33
Tyler Midwinter,8,Arlington Plague,Washington DC,Tier 2,6,0,2,2,1.5,0.33
Tom White,42,Atlantic City Chimney Fish,South Jersey 2,Tier 2,8,0,2,2,1.5,0.25
Mike  Cox,47,Atlantic City Chimney Fish,South Jersey 2,Tier 2,8,0,2,2,1.5,0.25
Steven Miccile,7,Battletown Gladiators,Washington DC,Tier 2,3,0,2,2,1.5,0.67
David Fetherstonhaugh,12,Bay Area Bashers,California 2,Tier 2,2,0,2,2,0,1
Eric Appel,28,Bay Area Burger Boys,California 3,Tier 3,2,0,2,2,0,1
Bryan Grant,12,Bellmawr Hawks,New Jersey,Tier 1,6,0,2,2,3,0.33
Jordan Romano,91,Bellmawr Hawks,New Jersey,Tier 1,6,0,2,2,0,0.33
Sam Brinker,24,Bethesda Blazers,Maryland 3,Tier 3,2,0,2,2,0,1
Paul Firicano,14,Boston Massacre,Boston 3,Tier 3,3,0,2,2,0,0.67
Dom Romanini,71,Buff City Mob,Buffalo 2,Tier 2,3,0,2,2,0,0.67
Alex Lee,7,Buffalo 716ers,Buffalo,Tier 1,5,0,2,2,0,0.4
Brian Penders,3,Buffalo 716ers,Buffalo,Tier 1,5,0,2,2,0,0.4
Kodi Hollingsworth,19,Buffalo Wear-It,Buffalo 2,Tier 2,5,0,2,2,1.5,0.4
Jerome Oliver,55,Butler Bantams,Pittsburgh 2,Tier 2,6,0,2,2,0,0.33
Jacob Snyder,21,Butler Bantams,Pittsburgh 2,Tier 2,6,0,2,2,0,0.33
Gerald Richardson,4,Central Mass Sea Bass,Massachusetts,Tier 1,5,0,2,2,0,0.4
Frank Klein,9,Chicago Raiders,Chicago 2,Tier 2,2,0,2,2,0,1
Mike Rarrat,23,Chicago Raiders,Chicago 2,Tier 2,3,0,2,2,0,0.67
Kenny  Schmidt,91,Chicago Snipers,Chicago 2,Tier 2,5,0,2,2,0,0.4
Robert Shoup,92,Chicago Snipers,Chicago 2,Tier 2,5,0,2,2,0,0.4
Reece Harter,8,Columbus Counts,Indiana 3,Tier 3,2,0,2,2,0,1
Kris Doiran,16,Delco Demons,Philadelphia 2,Tier 2,2,0,2,2,0,1
Alex Hunsicker,22,Delco Demons,Philadelphia 2,Tier 2,2,0,2,2,0,1
Joe Fisher,7,Delco Devils,Philadelphia 3,Tier 3,3,0,2,2,0,0.67
Ken Keene sr,19,Delco Devils,Philadelphia 3,Tier 3,4,0,2,2,0,0.5
Ryan Gill,97,Delco Devils,Philadelphia 3,Tier 3,4,0,2,2,1.5,0.5
Joe Giotti,91,Delco Devils,Philadelphia 3,Tier 3,4,0,2,2,0,0.5
Dietrich Jacobs,23,Grim City Reapers,Buffalo 2,Tier 2,4,0,2,2,0,0.5
Randy Folaron,12,Grim City Reapers,Buffalo 2,Tier 2,4,0,2,2,0,0.5
Mike Neenan,81,Grim City Reapers,Buffalo 2,Tier 2,4,0,2,2,0,0.5
Mike Rock,11,Jersey Dinos,Philadelphia 3,Tier 3,4,0,2,2,3,0.5
Matt McCutcheon,29,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,2,2,0,2
Joe Melillo,20,Lakeland Caribou,New Jersey,Tier 1,5,0,2,2,0,0.4
Evan Levy,19,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,0,2,2,0,0.4
Brian Giles,28,Long Island Ball Hockey Team,North Jersey 2,Tier 2,5,0,2,2,0,0.4
Jon Ciullo,18,Maple Shade Chiefs,South Jersey 2,Tier 2,8,0,2,2,1.5,0.25
Jimmy  Booth,12,Maple Shade Chiefs,South Jersey 2,Tier 2,9,0,2,2,3,0.22
Alec Nicolai,2,Maple Shade Chiefs,South Jersey 2,Tier 2,5,0,2,2,0,0.4
Anthony Rubino,2,Maryland Sparks,Washington DC,Tier 2,6,0,2,2,0,0.33
Derek Hail,0,Maryland Sparks,Washington DC,Tier 2,6,0,2,2,0,0.33
Tommy Bowles,89,Maryland Sparks,Washington DC,Tier 2,6,0,2,2,4.5,0.33
Danny Leblanc,88,MassBay Thunderducks,Massachusetts 2,Tier 2,3,0,2,2,0,0.67
Chris Woods,4,Mass Minutemen,New England 2,Tier 2,5,0,2,2,1.5,0.4
Mike Spitz,96,Mass Vengeance,Massachusetts 2,Tier 2,6,0,2,2,0,0.33
Taylor Rudy Lyon,0,Midwestern Mastodons,Indiana 3,Tier 3,2,0,2,2,0,1
Brandon Rota,21,Monroe Storm,South Jersey 2,Tier 2,3,0,2,2,0,0.67
Sabatino DiBenedetto,10,Monroe Storm,South Jersey 2,Tier 2,3,0,2,2,0,0.67
Tyler Schram,64,Niagara Daredevils,Buffalo,Tier 1,4,0,2,2,1.5,0.5
Jeff Lanaido,91,North Jersey Hired Guns,North Jersey 2,Tier 2,3,0,2,2,0,0.67
Tyme Seiger,9,North Jersey Hired Guns,North Jersey 2,Tier 2,3,0,2,2,0,0.67
Jacob O'Keefe,23,Northside Militia,Pittsburgh 2,Tier 2,5,0,2,2,0,0.4
Cody Brenner,11,Penn Hills Imperium,Pittsburgh,Tier 1,2,0,2,2,0,1
Billy Green,69,Philadelphia Berserkers,Philadelphia 3,Tier 3,2,0,2,2,0,1
Shawn Simon Sr.,21,Philadelphia Berserkers,Philadelphia 3,Tier 3,2,0,2,2,0,1
Brandon Hermann,18,Philadelphia Code Red,Philadelphia 2,Tier 2,2,0,2,2,0,1
Ryan Donahue,3,Portland Golden Eagles,Pacific Northwest 3,Tier 3,2,0,2,2,0,1
Matt Riordan,7,Raleigh Squall,Carolina 3,Tier 3,3,0,2,2,0,0.67
Ryan Reich,21,Raleigh Squall,Carolina 3,Tier 3,3,0,2,2,1.5,0.67
Pawel Pelka,22,Raleigh Squall,Carolina 3,Tier 3,3,0,2,2,0,0.67
Noah Caperchione,27,Rose City Hockey Club,Buffalo,Tier 1,2,0,2,2,0,1
Mike Cordeiro,14,South Coast Chargers,New England 2,Tier 2,5,0,2,2,0,0.4
Joey Frank,87,South Coast Chargers,New England 2,Tier 2,5,0,2,2,1.5,0.4
Gary Sysol,15,South Jersey Jays,South Jersey 2,Tier 2,4,0,2,2,0,0.5
Sean Leeser,7,South Jersey Jays,South Jersey 2,Tier 2,4,0,2,2,0,0.5
Jay Stanton,14,South Jersey Jays,South Jersey 2,Tier 2,4,0,2,2,0,0.5
Duane Gillespie,8,South Jersey Knights,South Jersey 2,Tier 2,3,0,2,2,1.5,0.67
Jake Maska,60,South Jersey Nights Watch,New Jersey,Tier 1,6,0,2,2,0,0.33
Alex Higareda,5,South Jersey Nights Watch,New Jersey,Tier 1,6,0,2,2,4.5,0.33
Evan Simonetti,71,South Jersey Sloths,South Jersey 2,Tier 2,3,0,2,2,0,0.67
Dave Pavlik,88,South Jersey Sloths,South Jersey 2,Tier 2,3,0,2,2,0,0.67
Jason Perry,69,Southcoast Blue Devils,New England 2,Tier 2,3,0,2,2,0,0.67
Todd Levy,55,Steel City Revenge,Pittsburgh 2,Tier 2,2,0,2,2,0,1
CJ Hayes,15,Tampa Bay Thunder,Florida 2,Tier 2,1,0,2,2,0,2
Noel Fitzpatrick,18,Tampa Bay Thunder,Florida 2,Tier 2,2,0,2,2,0,1
Kj Dowling,4,Tri-Town Terriers,Massachusetts,Tier 1,5,0,2,2,0,0.4
Jacob Mauro,2,Twin City Classics,Massachusetts,Tier 1,3,0,2,2,0,0.67
Steve Giannone,11,Atlantic City Chimney Fish,South Jersey 2,Tier 2,8,1,0,1,0,0.13
Mike Hughes,97,Atlantic City Chimney Fish,South Jersey 2,Tier 2,8,1,0,1,0,0.13
Brandon Fisher,12,Austin Arsenal,Texas 3,Tier 3,2,1,0,1,0,0.5
Connor Doren,14,Battletown Gladiators,Washington DC,Tier 2,3,1,0,1,0,0.33
Alex Welsh,61,Battletown Gladiators,Washington DC,Tier 2,3,1,0,1,1.5,0.33
Will Clark,59,Battletown Gladiators,Washington DC,Tier 2,3,1,0,1,0,0.33
Harry Mcinnis,21,Bay Area Bashers,California 2,Tier 2,2,1,0,1,0,0.5
Matt McCann,94,Bay Area Bashers,California 2,Tier 2,2,1,0,1,1.5,0.5
Jeff Wong,91,Bay Area Bashers,California 2,Tier 2,2,1,0,1,0,0.5
Nick Koelzer,19,Bay Area Burger Boys,California 3,Tier 3,2,1,0,1,0,0.5
Ishan Tikku,6,Bay Area Burger Boys,California 3,Tier 3,2,1,0,1,0,0.5
James Germain,17,Bay Area Burger Boys,California 3,Tier 3,2,1,0,1,0,0.5
Pat Weatherby,10,Bellmawr Hawks,New Jersey,Tier 1,6,1,0,1,4.5,0.17
Jon Oswald,2,Bellmawr Hawks,New Jersey,Tier 1,6,1,0,1,0,0.17
Andrzej Dzierzanowski,29,Belmont Heights Kings,Chicago 2,Tier 2,1,1,0,1,0,1
Robbi Molinelli,96,Belmont Heights Kings,Chicago 2,Tier 2,1,1,0,1,0,1
Danny Scaltreto,5,Boston Blackhawks,Massachusetts,Tier 1,1,1,0,1,0,1
Josh Merchant,87,Boston Blackhawks,Massachusetts,Tier 1,3,1,0,1,0,0.33
Sean Gilpatrick,24,Boston Mariners,Boston 3,Tier 3,1,1,0,1,0,1
Jose Silva,91,Boston Rattlers,Boston 3,Tier 3,3,1,0,1,0,0.33
Kerry Bickford,1,Boston Rattlers,Boston 3,Tier 3,1,1,0,1,0,1
Zac Carilse,7,Buff City Mob,Buffalo 2,Tier 2,3,1,0,1,0,0.33
Jason Whitenight,68,Buffalo 716ers,Buffalo,Tier 1,5,1,0,1,0,0.2
Mike Guerrea,95,Buffalo 716ers,Buffalo,Tier 1,5,1,0,1,1.5,0.2
Dennis Smith,9,Buffalo 716ers,Buffalo,Tier 1,5,1,0,1,1.5,0.2
Dakota Reukauf,29,Buffalo 716ers,Buffalo,Tier 1,5,1,0,1,0,0.2
Brian Kowarko,38,Buffalo Wear-It,Buffalo 2,Tier 2,4,1,0,1,0,0.25
Jimmy Sauer,10,Buffalo Wear-It,Buffalo 2,Tier 2,4,1,0,1,0,0.25
Don Knavel,28,Buffalo Wear-It,Buffalo 2,Tier 2,4,1,0,1,3,0.25
Johnathan Andersen,91,Burnside Bears,Pacific Northwest 3,Tier 3,1,1,0,1,0,1
Colin Gallison,54,Burnside Bears,Pacific Northwest 3,Tier 3,1,1,0,1,0,1
Luke Campbell,85,Butler Bantams,Pittsburgh 2,Tier 2,6,1,0,1,0,0.17
Camden Malliet,77,Central Mass Sea Bass,Massachusetts,Tier 1,5,1,0,1,0,0.2
Mike Morandi,24,Central Mass Sea Bass,Massachusetts,Tier 1,5,1,0,1,0,0.2
Dillon Dodge,9,Central Mass Sea Bass,Massachusetts,Tier 1,4,1,0,1,0,0.25
Fred Coletta,33,Chicago Raiders,Chicago 2,Tier 2,3,1,0,1,0,0.33
Luke  Vancura,17,Chicago Snipers,Chicago 2,Tier 2,5,1,0,1,0,0.2
Joshua  Swann,20,Chicago Snipers,Chicago 2,Tier 2,5,1,0,1,0,0.2
Chad Kimbleton,27,Columbus Counts,Indiana 3,Tier 3,2,1,0,1,0,0.5
Chris Mitchell,5,Columbus Counts,Indiana 3,Tier 3,2,1,0,1,0,0.5
Matt Bendel,72,Cranberry Apocalypse,Pittsburgh 2,Tier 2,1,1,0,1,0,1
Mike Ennis,9,Crystal City Hedgehogs,Maryland 3,Tier 3,1,1,0,1,0,1
John Hines,19,Crystal City Hedgehogs,Maryland 3,Tier 3,1,1,0,1,0,1
Jonathan Murphy,21,Dallas Fort Worth Marksmen,Texas 3,Tier 3,1,1,0,1,0,1
Cory Vansciver,55,Daytona D5 Ducks,Florida 2,Tier 2,2,1,0,1,0,0.5
Jeremy Kerson,25,Daytona D5 Ducks,Florida 2,Tier 2,2,1,0,1,0,0.5
Ryan Jarvie,10,Del Val Cavalrymen,Philadelphia 3,Tier 3,1,1,0,1,0,1
JT Volpe,19,Del Val Cavalrymen,Philadelphia 3,Tier 3,1,1,0,1,0,1
William  Tomlin,30,Del Val Kingsmen,Philadelphia 2,Tier 2,1,1,0,1,0,1
Dillon Fite,7,Delco Demons,Philadelphia 2,Tier 2,2,1,0,1,0,0.5
Ryan Kelly,5,Delco Devils,Philadelphia 3,Tier 3,2,1,0,1,0,0.5
Andrew Trapani,18,Evesham Tortugas,New Jersey,Tier 1,2,1,0,1,0,0.5
Dan Sweeney,25,Harrisburg Hustle,Philadelphia 2,Tier 2,1,1,0,1,0,1
Mike Phelps,8,Harrisburg Hustle,Philadelphia 2,Tier 2,1,1,0,1,0,1
Michael Bayne,23,Iron City Blitz,Pittsburgh 2,Tier 2,1,1,0,1,0,1
Jeff Rigby,24,Jersey Dinos,Philadelphia 3,Tier 3,4,1,0,1,1.5,0.25
Eric Seckinger,63,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,1,0,1,0,1
Anthony Canavari,33,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,1,0,1,0,1
Brett Sardo,9,Lake Erie Predators,Buffalo 2,Tier 2,3,1,0,1,0,0.33
Tony Favata,20,Lake Erie Predators,Buffalo 2,Tier 2,3,1,0,1,1.5,0.33
Pete Aramini,8,Lake Erie Predators,Buffalo 2,Tier 2,3,1,0,1,0,0.33
Jack Gallen,4,Lakeland Caribou,New Jersey,Tier 1,2,1,0,1,0,0.5
Billy Wharton,14,Lakeland Caribou,New Jersey,Tier 1,5,1,0,1,0,0.2
